PC1,PC2,PC3
-1.719571,1.009079,-0.138521
-1.754120,0.960613,-0.184155
-1.802942,0.920129,-0.222314
-1.827359,0.863077,-0.270607
-1.848793,0.800841,-0.312604
1.683593,-0.091030,-0.161019
1.435050,0.752635,0.520695
0.518714,-1.214076,0.504558
2.757708,-1.252775,0.051126
0.634393,1.997945,-0.363950
1.476303,0.066715,-0.158111
1.309049,1.202463,0.425656
-0.443455,-1.042177,-1.111737
0.879577,0.885881,-0.564826
-0.238551,0.643157,-1.069272
0.304880,-0.006877,-0.864973
1.984908,-0.527238,-0.130900
0.897144,1.136799,0.523326
1.357053,1.529823,-0.091401
0.354354,0.376016,-0.617714
0.586970,-0.082293,-0.454103
-1.967093,-0.086339,-0.390648
-2.004189,-0.122805,-0.441184
-2.055516,-0.139281,-0.488489
-2.107881,-0.191847,-0.533207
0.194822,0.945870,-0.452163
1.479442,0.534310,0.551193
2.227262,-0.964027,0.080091
0.466903,1.947383,-0.344831
-1.141630,0.303120,-1.310964
1.417553,0.532397,0.589682
1.741945,-0.560584,-1.214218
1.598594,0.088497,-0.887023
1.700128,0.012915,-0.240139
0.290080,1.548277,0.355746
-0.226695,-0.166819,-1.346303
-0.666143,1.093047,-0.680274
0.140964,0.198945,-1.013639
0.502487,0.614863,-0.487607
-0.707921,1.034567,0.823262
-0.755098,1.091013,0.794287
-0.786495,1.095781,0.743002
-0.829473,1.106136,0.698604
-0.860154,1.107604,0.667458
-0.905964,1.098052,0.620994
-0.951202,1.061540,0.575239
-0.988403,1.006229,0.537540
-1.037916,0.955366,0.509107
-0.735774,-0.303221,-1.417601
-1.177578,0.994960,0.362175
-1.215376,0.982732,0.315122
-1.248254,0.982768,0.273341
-1.287913,1.007651,0.232542
-1.325759,1.028840,0.201141
-1.357874,1.061055,0.151819
-1.666332,1.057805,-0.131136
-1.712483,1.048959,-0.178240
-1.746100,0.985460,-0.212468
-1.790211,0.947469,-0.257224
-0.870849,-1.181472,-0.935545
-1.239436,-0.557413,-1.159354
0.629013,2.025569,-0.268834
0.624458,1.884002,0.113206
1.337741,0.808381,0.600249
0.728289,1.914535,-0.457552
0.745213,1.964481,-0.439765
0.783826,2.013249,-0.404302
1.312882,0.890038,0.588215
-0.276504,0.614583,-1.118166
-0.181864,-0.255145,-1.317950
-2.063321,-0.143034,-0.525770
-2.085773,-0.161725,-0.548343
0.381427,1.896561,-0.235896
-0.408932,-0.150850,-1.413251
-0.358784,-0.244328,-1.386778
-0.784472,-0.758375,-1.242132
1.187251,-0.640371,-1.071165
1.819024,0.270807,0.004962
1.485787,0.453906,0.553683
